"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Adgrg1",0.167493746781831,0.722674521478592,0.368,0.318,1
"Slc2a8",0.167695532582375,0.844665045857202,0.132,0.075,1
"Myadm",0.168295872778325,0.790772037862,0.294,0.22,1
"Nes",0.168317676548413,-0.652834613613615,0.074,0.139,1
"Cpd",0.168486429963252,0.806597005023682,0.235,0.168,1
"Cd84",0.168517253953234,-0.697228732972068,0.088,0.156,1
"Bcl2l11",0.168660912679585,0.9090442739945,0.279,0.22,1
"Ccdc174",0.168853384739934,0.762202885665229,0.294,0.231,1
"Chpf2",0.168947307562341,-0.337332787885685,0.132,0.22,1
"Hdgfl3",0.169828814891418,0.861738559216144,0.206,0.139,1
"Cenpx",0.170043733565712,0.623683021583801,0.382,0.324,1
"Susd6",0.170375316001256,0.9090442739945,0.265,0.202,1
"Asns",0.170517554950902,0.714897170886872,0.426,0.393,1
"Plxna2",0.170632136715086,0.823603430329372,0.147,0.087,1
"Supt16",0.170782485925067,0.428695271882984,0.632,0.555,1
"Fmc1",0.170899077791889,0.691813557773831,0.368,0.295,1
"Hmgcr",0.171054142986167,-0.600367193719479,0.074,0.139,1
"Ralgapa2",0.171119905945731,0.832592213556627,0.206,0.139,1
"Atxn3",0.171146229950493,0.714897170886873,0.221,0.15,1
"Dynll1",0.171213141795344,0.499168479831435,0.426,0.37,1
"Cnot6",0.1713318779646,0.397791459456353,0.324,0.231,1
"Arvcf",0.17134290162437,0.787737977772367,0.206,0.139,1
"Pkp1",0.171423522354914,0.655287681748717,0.162,0.098,1
"Ambra1",0.171467238629098,0.762202885665229,0.147,0.087,1
"Ddit3",0.171478231842007,1.00612846855132,0.25,0.179,1
"Katnal1",0.171483631748537,1.0576587691914,0.176,0.116,1
"Cd72",0.171559564673444,0.681584425456945,0.294,0.225,1
"Trim2",0.171649349363277,0.695088689806692,0.221,0.15,1
"Polb",0.171656206446018,-0.652834613613615,0.103,0.173,1
"F11r",0.17224728239935,0.946627456802656,0.221,0.156,1
"Siglech",0.172560161373324,0.762202885665229,0.132,0.075,1
"Pcdhga6",0.172560161373324,0.762202885665229,0.132,0.075,1
"Lcor",0.17273062159635,0.685967299838144,0.368,0.312,1
"Vstm4",0.172887238942463,0.628936354801765,0.309,0.243,1
"Cpped1",0.173245373432288,-0.315799626336044,0.191,0.283,1
"2310039H08Rik",0.173415464255671,0.600921978632168,0.324,0.249,1
"Gdf10",0.173559221463539,0.832592213556627,0.221,0.156,1
"Mfsd12",0.173723391774392,0.684200373663956,0.338,0.272,1
"Gna12",0.173744514731626,0.72903602173003,0.353,0.283,1
"Lactb",0.173810673774466,-0.482909612171302,0.088,0.156,1
"Med10",0.173816554369404,-0.545919409697103,0.074,0.139,1
"Zc3h4",0.173935416286029,0.854125375106268,0.265,0.202,1
"Pitpnm2",0.174201322785644,-0.380755068176814,0.176,0.266,1
"Ciapin1",0.174253301397152,0.700802341001086,0.25,0.179,1
"Trio",0.174383296605472,0.880039375959087,0.279,0.214,1
"Klc2",0.174443391813672,-0.330906518726253,0.088,0.162,1
"Mbtps1",0.174523568331096,0.445943540864559,0.515,0.48,1
"Pax1",0.174785107319592,-0.437105922558177,0.176,0.26,1
"Fam83d",0.174806194748018,0.826333223084945,0.235,0.168,1
"Maged2",0.175462045665946,0.529225713687615,0.603,0.561,1
"Serpina1e",0.175534495461614,-0.389800207779821,0.162,0.243,1
"Trim12c",0.175702885345375,0.932127887107542,0.191,0.127,1
"Fmnl1",0.175739852621431,0.539810464328781,0.397,0.329,1
"Meox2",0.175778209378666,0.844665045857202,0.235,0.168,1
"Morn2",0.175969846659827,0.655287681748717,0.147,0.087,1
"Psma4",0.17599550768074,0.738356143710861,0.324,0.266,1
"Timm8b",0.176037893493544,0.735730674304038,0.324,0.254,1
"Gemin7",0.176059716677091,0.705619357298862,0.25,0.179,1
"Dnajb2",0.176086552251083,0.383691262411499,0.529,0.451,1
"Cradd",0.176245620701095,0.954847963607625,0.176,0.116,1
"Plgrkt",0.176388622963398,0.960142263277138,0.221,0.162,1
"Pdgfrb",0.176715615172734,0.770664464413425,0.412,0.393,1
"Tnfrsf21",0.177050721031561,0.94861600989611,0.353,0.295,1
"Ptdss1",0.177645726169036,0.774586610121061,0.324,0.266,1
"Pdcl",0.177991105559083,-0.559725209222133,0.088,0.156,1
"Ints10",0.178079969788444,0.948616009896111,0.206,0.145,1
"Lin9",0.17827474122746,1.64672566824529,0.118,0.069,1
"Cc2d2a",0.178539934146694,0.581630640023408,0.132,0.075,1
"Ube2j1",0.178581575957754,0.284881108132043,0.632,0.549,1
"Msantd4",0.178625462616449,0.555752008197803,0.294,0.22,1
"Huwe1",0.178667347415467,0.737111904702399,0.206,0.139,1
"2310033P09Rik",0.178733709691434,-0.570372453421642,0.103,0.173,1
"Htra3",0.179263745049974,0.520181657579848,0.676,0.699,1
"Ptprm",0.17931736614195,0.58817348589018,0.176,0.11,1
"Stambpl1",0.179490272671406,1.02523729149902,0.191,0.133,1
"Myo1b",0.17955199165165,0.792576534708748,0.279,0.225,1
"Aunip",0.179647885653823,0.827791227292806,0.235,0.173,1
"Metrnl",0.180011736563877,0.921859551653714,0.294,0.243,1
"Atxn7l1",0.180089068854102,0.722674521478592,0.25,0.179,1
"Enah",0.180136931232576,0.762202885665229,0.309,0.254,1
"Vps26a",0.180278947807501,0.567555454811685,0.441,0.364,1
"Chmp6",0.181276680842499,0.719134163773343,0.368,0.301,1
"Nf2",0.181639270160331,0.592277884222917,0.412,0.353,1
"Tyk2",0.18174304431107,-0.854468474783265,0.059,0.116,1
"Rnf168",0.181743392054466,-0.915869019447408,0.059,0.116,1
"Tbc1d2b",0.182158483362406,0.632567605248633,0.353,0.283,1
"Abcc9",0.182218246432979,0.690053099909393,0.265,0.197,1
"Phkg2",0.182242880981251,-0.293292226926475,0.162,0.254,1
"Srrm2",0.18233947551756,0.375179762555982,0.735,0.624,1
"Creb3",0.182421663824802,0.610199792220179,0.426,0.399,1
"Srp68",0.182561072139776,0.455541547431177,0.559,0.497,1
"Slc11a2",0.182641360930535,0.762202885665229,0.279,0.214,1
"Acvrl1",0.182722349766886,1.00612846855132,0.162,0.104,1
"Cdpf1",0.182723234429685,1.18670071419314,0.162,0.104,1
"Ndel1",0.183004105638827,0.699467130317266,0.294,0.231,1
"Cnot9",0.183350094679971,1.13566128119267,0.176,0.121,1
"Ocel1",0.183354054221748,1.20966186263645,0.176,0.121,1
"Tmem70",0.184208456852389,1.02523729149902,0.147,0.092,1
"Asl",0.184702476250559,-0.280865836226657,0.103,0.179,1
"Pno1",0.184702476250559,-0.280865836226657,0.103,0.179,1
"Iffo1",0.184770603501088,0.727437467504553,0.338,0.283,1
"Nadk2",0.184797677298029,0.899706409415164,0.309,0.26,1
"Pigk",0.184978484054776,0.698637756887763,0.309,0.249,1
"Bcas2",0.185014988015801,0.543307908565008,0.471,0.428,1
"Dcaf6",0.185391748544813,0.713293285184283,0.279,0.214,1
"Pfkfb4",0.185725194793533,0.849665726915569,0.176,0.116,1
"Llgl1",0.185725194793533,0.849665726915569,0.176,0.116,1
"Cdkal1",0.18598615816726,1.18670071419314,0.147,0.092,1
"Bcl7b",0.186007352316479,0.730494025937891,0.294,0.225,1
"Pura",0.186203829653278,0.585952245973501,0.456,0.434,1
"Pou2f1",0.1864588800709,0.785286498778271,0.221,0.156,1
"Dhx16",0.186537626147851,0.633469571543026,0.265,0.191,1
"Bcas3",0.18657561898969,0.539810464328781,0.324,0.249,1
"Bend3",0.186675324214139,1.34716538638639,0.118,0.069,1
"Ptpra",0.186681347812689,0.617812976330054,0.353,0.301,1
"Mamstr",0.186773850932317,-0.482909612171302,0.088,0.156,1
"Ccdc32",0.186787961328039,0.677313988078716,0.235,0.168,1
"Nol9",0.186923131836366,0.999242082966078,0.206,0.145,1
"Rbm18",0.18709036884131,-0.344712318251283,0.132,0.214,1
"Tlcd1",0.187188330658157,0.558669491580097,0.147,0.087,1
"Orai1",0.187217469443538,0.615361497335958,0.426,0.382,1
"Ifi35",0.187265957434865,0.722674521478591,0.25,0.185,1
"Jph4",0.187270009175475,1.47269626847024,0.103,0.058,1
"Usp11",0.187399176803063,0.63667200358137,0.221,0.15,1
"Cblb",0.187551389605071,0.861738559216144,0.176,0.116,1
"Prkd2",0.187846064007929,0.578490932492841,0.441,0.405,1
"Dusp8",0.187867363763034,0.772929292258288,0.353,0.295,1
"Nynrin",0.188381962481631,1.16659314074456,0.147,0.092,1
"Pml",0.188764702644687,0.605698399985238,0.471,0.422,1
"Cry1",0.188833043497904,1.2540559819949,0.132,0.081,1
"Pank4",0.188901357792401,0.952886447274339,0.279,0.231,1
"Dedd",0.189029434976593,-0.389800207779821,0.118,0.191,1
"Ints11",0.189054274119851,0.911066271579712,0.176,0.116,1
"Ctr9",0.189182519578012,0.646725668245293,0.309,0.231,1
"Ptp4a2",0.189573140846873,0.640896589443096,0.353,0.301,1
"1110038F14Rik",0.18962653414528,-0.383227553856335,0.235,0.329,1
"Mpst",0.189756659542547,0.707755101642852,0.426,0.376,1
"Clptm1l",0.189784600550091,0.802844870162575,0.235,0.173,1
"Atp7a",0.189848216341479,-0.711728302667183,0.059,0.116,1
"Acsl1",0.189889264698073,1.0992378729428,0.147,0.092,1
"Gtse1",0.190058819660622,0.699467130317267,0.279,0.214,1
"Acox3",0.190229104088173,0.823603430329372,0.176,0.116,1
"Rassf1",0.190474808334004,0.960142263277138,0.221,0.168,1
"Gtf2h5",0.190483477427032,0.610199792220179,0.426,0.376,1
"Dram1",0.19060270993523,-0.768311831033551,0.074,0.133,1
"Dhx9",0.190714909455034,-0.782117630558581,0.103,0.168,1
"Mcmbp",0.190864599884654,0.773980053441583,0.338,0.283,1
"Ap3s2",0.190864883133713,0.513175337825315,0.412,0.347,1
"Dpp8",0.190995624726211,0.832592213556627,0.206,0.145,1
"Atp2b4",0.191335618018852,0.456394456141144,0.441,0.376,1
"Chd9",0.19162555469317,0.657505506998536,0.309,0.249,1
"Bri3bp",0.191918433352371,0.4444625877413,0.412,0.341,1
"Bphl",0.191992825868236,1.46264260380632,0.103,0.058,1
"Nmral1",0.192089315330373,0.619244931823186,0.309,0.243,1
"Tmem205",0.192139049410489,0.517090387828698,0.338,0.26,1
"Clec14a",0.192298038947158,1.02523729149902,0.176,0.121,1
"Tbc1d15",0.19236004645026,0.806597005023683,0.221,0.156,1
"Snx20",0.192539739811413,0.819918383521516,0.294,0.237,1
"Chst3",0.192742072228253,0.746772845095623,0.294,0.231,1
"Rbp7",0.192805140613077,1.24762971283547,0.132,0.081,1
"Gas6",0.192808017808977,0.513175337825315,0.544,0.503,1
"Ppp1r16a",0.193096793082792,0.531589957523813,0.294,0.22,1
"Pik3c2b",0.19312936057514,0.847594376895873,0.265,0.208,1
"Rrp1b",0.193786867258797,0.861738559216143,0.147,0.092,1
"Tagln",0.194140455187126,-0.538663593694304,0.221,0.306,1
"Hsd17b7",0.194289855973895,0.914205979110279,0.206,0.145,1
"Pde4a",0.194289855973895,0.914205979110279,0.206,0.145,1
"Gnpat",0.194321207105428,0.695088689806692,0.265,0.202,1
"Tbcb",0.194567510571134,0.873234198053973,0.294,0.237,1
"Trim65",0.194956462621076,0.984595307001677,0.147,0.092,1
"Pwp1",0.195084686881303,1.34716538638639,0.103,0.058,1
"Cyyr1",0.195084686881303,1.34716538638639,0.103,0.058,1
"Il2rg",0.195084686881303,1.34716538638639,0.103,0.058,1
"Gna15",0.19518759089947,0.844665045857202,0.235,0.173,1
"Eml1",0.195330977681747,0.53425093898688,0.368,0.301,1
"Mtmr12",0.195349301680635,0.780124793662492,0.25,0.191,1
"Fam129a",0.195364778971685,1.23168816896645,0.118,0.069,1
"Zfp865",0.195364778971685,1.23168816896645,0.118,0.069,1
"Cdc25a",0.195366035994807,1.34716538638639,0.118,0.069,1
"Brk1",0.195389487845617,1.01274634731583,0.206,0.15,1
"Ap2a2",0.195541923888582,0.475172998762457,0.441,0.393,1
"Rgs4",0.195547436722685,0.821096574718797,0.235,0.173,1
"Arhgef28",0.195571526651519,0.709735465771093,0.25,0.185,1
"Ubap1",0.195793833065798,0.70330919661166,0.191,0.127,1
"Zmynd11",0.195817685035381,0.796968303825905,0.279,0.22,1
"Tbrg4",0.195880408806459,0.610199792220179,0.338,0.272,1
"Miga2",0.195939879114629,0.911066271579712,0.324,0.295,1
"Gcnt1",0.195947600665769,0.642621269912556,0.279,0.214,1
"Skiv2l",0.196181457462974,0.684200373663955,0.221,0.156,1
"Slc25a12",0.1964328521668,0.77684966162963,0.279,0.225,1
"Trappc5",0.19651525596135,0.599931456766352,0.279,0.208,1
"Notum",0.19673917467486,0.783264501193059,0.235,0.173,1
"Rab3gap2",0.196863228051637,0.714897170886872,0.338,0.289,1
"Mrc2",0.19696815918811,0.417175107634128,0.618,0.601,1
"Abraxas1",0.196995554667435,1.24762971283547,0.118,0.069,1
"Sumo2",0.197068265179907,0.462642603806321,0.618,0.572,1
"Limch1",0.197253057043106,-0.441330508419903,0.118,0.191,1
"Impa1",0.197375575150003,0.655287681748717,0.397,0.347,1
"Parp2",0.197630448325144,0.739482809165146,0.206,0.145,1
"Ntan1",0.197674207662529,0.679740725473256,0.176,0.116,1
"Psmd5",0.197771637721721,-0.527303731529756,0.059,0.116,1
"Zdhhc21",0.197771637721721,-0.527303731529756,0.059,0.116,1
"Hpn",0.197771637721721,-0.527303731529756,0.059,0.116,1
"D10Wsu102e",0.198012478735516,0.816650669687605,0.162,0.104,1
"Epb41l4b",0.198347102572143,-0.402856360605267,0.118,0.191,1
"Scrn1",0.198450623640943,0.679740725473256,0.191,0.127,1
"B230219D22Rik",0.198562084560791,0.762202885665229,0.25,0.191,1
"Metap1",0.19875808240384,0.960142263277138,0.147,0.092,1
"Ptger3",0.19875808240384,0.960142263277138,0.147,0.092,1
"Stard3nl",0.19875808240384,0.960142263277138,0.147,0.092,1
"Lrrc45",0.198763490405612,0.533578510617267,0.309,0.243,1
"Purb",0.19883296167995,0.620730459712348,0.426,0.405,1
"Gpd1l",0.198965007508205,0.892599522920904,0.235,0.179,1
"Mthfd2",0.199084317215875,0.652019967914806,0.235,0.168,1
"Farp2",0.19914561272157,1.04760510452748,0.132,0.081,1
"Rfx1",0.19914561272157,1.04760510452748,0.132,0.081,1
"Slfn8",0.19914561272157,1.04760510452748,0.132,0.081,1
"Dbn1",0.19914561272157,1.04760510452748,0.132,0.081,1
"Creg1",0.199170550511702,0.866539545479965,0.353,0.312,1
"Cdkn1b",0.199271460028815,0.494722574800243,0.5,0.451,1
"Pard3",0.199374764264611,0.713293285184283,0.265,0.202,1
"Tns3",0.199480853648488,0.523015221785803,0.456,0.428,1
"Pelo",0.19959821494438,0.78867509702642,0.382,0.329,1
"Adprh",0.199875189474027,-0.358091348052483,0.235,0.329,1
"Ehmt1",0.199891869273115,0.741444325498432,0.235,0.173,1
"Ppp1r7",0.199919899180325,1.01274634731583,0.191,0.133,1
"Cox16",0.200182528978861,0.700802341001086,0.25,0.185,1
"Lrrc28",0.200450342496152,-0.460189535671219,0.059,0.116,1
"Arl4c",0.200659112968531,1.24025018246987,0.118,0.069,1
"H2-Ob",0.200721319212907,0.861738559216144,0.235,0.179,1
"Nudt7",0.200767264149213,1.22163450430253,0.103,0.058,1
"Zfp949",0.200767264149213,1.22163450430253,0.103,0.058,1
"Ecrg4",0.200997626887769,0.811112486146175,0.191,0.133,1
"Zfr",0.201248966427378,-0.325259955585111,0.147,0.231,1
"Nfyb",0.201250974980683,1.12477296504994,0.162,0.11,1
"Tssc4",0.201407540039274,0.603505139646171,0.382,0.312,1
"Fktn",0.201413055298798,1.12477296504994,0.118,0.069,1
"Trmt2b",0.201413055298798,1.12477296504994,0.118,0.069,1
"Orc3",0.201957503665565,0.595092899829971,0.206,0.139,1
"Slc20a1",0.202416988081258,0.669093481273748,0.338,0.283,1
"Fbxl18",0.202548987326381,1.02523729149902,0.132,0.081,1
"Lpin1",0.202648166964022,0.370624359210374,0.338,0.254,1
"Mapk8",0.202766203119143,0.993528431771685,0.176,0.121,1
"Shoc2",0.202766203119143,0.993528431771685,0.176,0.121,1
"Mycbp2",0.20289415156048,0.476448403331352,0.353,0.283,1
"Slc7a5",0.203059625047039,-0.257696671772476,0.206,0.301,1
"Pde5a",0.203129044085692,1.20966186263645,0.103,0.058,1
"Zbtb40",0.203129044085692,1.20966186263645,0.103,0.058,1
"Magi1",0.203129044085692,1.20966186263645,0.103,0.058,1
"Taf1",0.203129044085692,1.20966186263645,0.103,0.058,1
"Ccdc85b",0.203257113752188,0.326701283826669,0.559,0.509,1
"Pdpn",0.203501130903915,-0.41182651410982,0.132,0.208,1
"Rab11fip1",0.203520378783111,0.823603430329372,0.162,0.104,1
"Sbsn",0.20363136583365,-0.612192629116269,0.103,0.168,1
"Sfr1",0.203697501006044,1.02523729149902,0.118,0.069,1
"Rogdi",0.203986023752179,0.794624363357607,0.279,0.225,1
"Ndufs5",0.204164083284028,-0.652834613613615,0.088,0.15,1
"Klf6",0.204270377632765,0.932127887107541,0.294,0.254,1
"Ctnnd1",0.204340906080545,1.10615728688259,0.118,0.069,1
"Reln",0.204340906080545,1.10615728688259,0.118,0.069,1
"Zic1",0.204341330626292,1.23168816896645,0.118,0.069,1
"Wbp2",0.204544725378808,0.698637756887763,0.324,0.277,1
"Mul1",0.204712487787574,0.595092899829971,0.235,0.168,1
"Arid4b",0.204819064388311,0.347165386386385,0.265,0.185,1
"St3gal4",0.205162786692717,0.727437467504552,0.324,0.266,1
"Adamtsl5",0.205603825239978,0.877680103085165,0.147,0.092,1
"Smc6",0.20561573466163,0.914205979110279,0.191,0.133,1
"Donson",0.20561573466163,0.914205979110279,0.191,0.133,1
"Efl1",0.205633653771536,1.08413098055259,0.132,0.081,1
"Jmjd6",0.205992772210402,0.566478414790861,0.368,0.301,1
"Mtmr4",0.206024066825313,1.03904309102405,0.191,0.139,1
"Pih1d1",0.20645356662853,0.610199792220179,0.382,0.341,1
"Myo1f",0.206464499801867,0.960142263277138,0.221,0.168,1
"Ccne1",0.206477784786163,0.440274790777867,0.471,0.399,1
"Mief2",0.206560205945864,1.10615728688259,0.103,0.058,1
"Galnt10",0.206583104792771,0.483226935962414,0.441,0.393,1
"Lpcat1",0.206953293689002,0.510664118669265,0.382,0.324,1
"Parp9",0.207184651341465,-0.652834613613615,0.088,0.15,1
"Ep400",0.207250239604106,0.397791459456353,0.309,0.231,1
"Btbd35f2",0.207367529061471,0.960142263277138,0.235,0.179,1
"Zbtb24",0.207396592823968,0.840205397666502,0.191,0.133,1
"Ssh2",0.207519649797632,0.804023061359856,0.279,0.225,1
"Rbm43",0.207745226261322,-0.430442192277167,0.059,0.116,1
"Itgb3bp",0.207790897200891,1.08413098055259,0.176,0.121,1
"Lamtor5",0.208104461605894,0.975196608999427,0.176,0.121,1
"Mrm2",0.20815335685597,1.34716538638639,0.103,0.058,1
"Tshz2",0.208346758219118,0.877680103085165,0.221,0.162,1
"Cox19",0.208686632670691,0.42659985388079,0.309,0.231,1
"Anxa11",0.208697970494948,0.610199792220179,0.397,0.358,1
"Set",0.208970553091791,0.436962056737031,0.471,0.428,1
"Apba1",0.208989151640559,1.08413098055259,0.103,0.058,1
"Ube2w",0.209130117095779,0.932127887107542,0.132,0.081,1
"Slc1a4",0.209130117095779,0.932127887107542,0.132,0.081,1
"Rrn3",0.209148589720483,0.780124793662492,0.25,0.191,1
"Chst15",0.209402630197012,0.716399196052104,0.294,0.243,1
"Hist2h2be",0.209542640432694,0.844665045857202,0.147,0.092,1
"Zfp978",0.209542640432694,0.844665045857202,0.147,0.092,1
"Rbm17",0.209699843352671,0.646725668245293,0.294,0.231,1
"Trmt13",0.209810404539647,0.669093481273748,0.176,0.116,1
"Rab21",0.210295753181619,0.614269456529226,0.5,0.491,1
"Fto",0.210470939667533,0.661273976814448,0.412,0.353,1
"Foxj2",0.210525846939978,0.730494025937891,0.279,0.225,1
"Rbpms2",0.210597833474769,0.999242082966078,0.118,0.069,1
"Fgd1",0.210597833474769,0.999242082966078,0.118,0.069,1
"Dap3",0.211306811822345,0.4270186940756,0.544,0.486,1
"Bok",0.211405704430124,1.0576587691914,0.103,0.058,1
"Scg5",0.211405704430124,1.0576587691914,0.103,0.058,1
"Shcbp1",0.211405704430124,1.20966186263645,0.103,0.058,1
"Helz",0.211405704430124,1.0576587691914,0.103,0.058,1
"Grpel2",0.211405704430124,1.0576587691914,0.103,0.058,1
"Chuk",0.211405704430124,1.0576587691914,0.103,0.058,1
"Ubxn2b",0.211502276396849,0.624699361915294,0.221,0.156,1
"Adarb1",0.211502276396849,0.624699361915294,0.221,0.156,1
"Iws1",0.211745458498162,0.655287681748717,0.176,0.116,1
"Fanca",0.211982683580413,-0.304911310193308,0.059,0.116,1
"Hexim2",0.211982683580413,-0.304911310193308,0.059,0.116,1
"Mga",0.212083500906621,-0.688458523344336,0.132,0.197,1
"Mtmr11",0.212139780627697,-0.510815608741187,0.088,0.15,1
"Smarce1",0.212607607599887,0.799677591083892,0.147,0.092,1
"Csnk1g1",0.212615033690672,0.646725668245293,0.176,0.116,1
"Atp8b1",0.212642779625737,0.899706409415164,0.132,0.081,1
"Ccdc25",0.21278243042747,0.539810464328781,0.191,0.127,1
"Pdcd6",0.212908055435797,0.685967299838144,0.382,0.341,1
"Sash1",0.212958300408266,-0.280865836226657,0.103,0.173,1
"Cenpu",0.213144759575269,-0.510815608741187,0.074,0.133,1
"Ube2q1",0.213305013756465,0.794624363357606,0.162,0.104,1
"0610012G03Rik",0.213463642773064,0.506945830423154,0.471,0.445,1
"Gzf1",0.213607404690326,0.968653763132655,0.118,0.069,1
"Rpf1",0.213607404690326,0.968653763132655,0.118,0.069,1
"Abhd15",0.213607404690326,0.968653763132655,0.118,0.069,1
"Tasor2",0.213607404690326,0.968653763132655,0.118,0.069,1
"Ranbp9",0.213867757646242,0.649193923836043,0.353,0.306,1
"Ubap2",0.213868128008303,0.521194786161434,0.412,0.364,1
"Sumf1",0.214273034414793,0.762202885665229,0.279,0.225,1
"Cpsf4",0.214305992532498,0.965294751042741,0.279,0.225,1
"Rabep2",0.21450112169758,-0.460189535671219,0.074,0.133,1
"Prdm15",0.214757821050359,0.581630640023408,0.235,0.168,1
"Ddit4",0.214816772117978,0.556618752015335,0.353,0.301,1
"Swi5",0.215157385405083,0.496028772300868,0.441,0.387,1
"S1pr3",0.215246238780505,0.599931456766352,0.279,0.214,1
"Psmb6",0.215330443374569,0.587116179107138,0.471,0.434,1
"Pip4k2b",0.21547513458151,-0.315799626336045,0.118,0.191,1
"Nufip2",0.215531264126894,0.323832882555761,0.676,0.665,1
"Mycbp",0.215689892008183,0.762202885665229,0.191,0.133,1
"Tmem18",0.215777255002486,0.911066271579712,0.176,0.121,1
"Klhl6",0.215777255002486,0.911066271579712,0.176,0.121,1
"Stam2",0.215853709230701,0.844665045857202,0.132,0.081,1
"Zdhhc13",0.215853709230701,0.844665045857202,0.132,0.081,1
"Foxm1",0.21595372184784,0.877680103085165,0.147,0.092,1
"Proser2",0.215993689731775,0.811112486146176,0.191,0.133,1
"Tmem65",0.216196987583253,0.4444625877413,0.485,0.445,1
"Ccnf",0.216365314713219,0.514622132237948,0.515,0.468,1
"Egln1",0.216494521695385,0.573046793802713,0.456,0.439,1
"Zfp469",0.21652628719011,-0.290264534228907,0.088,0.15,1
"Clec3b",0.216610918440617,-0.669229051864283,0.676,0.74,1
"Tnip1",0.216638227912753,0.813733186305311,0.324,0.283,1
